영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
애나벨 : 인형의 주인,2296,2017,8,3,1,0,공포(호러),미국,0,24.8,26.3,931723,3,3,1
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2297,2017,8,3,1,0,애니메이션,일본,0,24.8,26.3,82630,2,9,0
혹성탈출: 종의 전쟁,2298,2017,8,1,1,0,액션,미국,0,21.9,24.0,1534996,3,3,1
장산범,2299,2017,8,3,1,0,미스터리,한국,1,24.8,27.7,635757,3,4,1
공범자들,2300,2017,8,3,1,0,다큐멘터리,한국,1,24.8,27.7,60268,3,7,0
브이아이피,2301,2017,8,2,1,0,범죄,한국,1,27.2,30.2,938689,3,2,1
다크타워: 희망의 탑,2302,2017,8,2,1,0,액션,미국,0,27.2,30.2,80298,1,8,0
발레리안: 천 개 행성의 도시,2303,2017,8,2,1,0,액션,프랑스,0,19.8,23.9,361820,2,5,0
김광석,2304,2017,8,2,1,0,다큐멘터리,한국,1,19.8,23.9,25288,1,9,0
킬러의 보디가드,2305,2017,8,2,1,0,액션,미국,0,19.8,23.9,760861,6,1,1
로마의 휴일,2306,2017,8,2,1,0,코미디,한국,1,19.8,23.9,106350,1,8,0
아토믹 블론드,2307,2017,8,2,1,0,액션,미국,0,19.8,23.9,113097,2,7,0
살인자의 기억법,2308,2017,9,2,0,0,범죄,한국,1,20.6,24.0,1189512,4,1,1
그것,2309,2017,9,2,0,0,공포(호러),미국,0,20.6,24.0,571977,3,2,0
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2310,2017,9,3,0,0,애니메이션,일본,0,22.4,27.5,87345,2,7,0
저수지 게임,2311,2017,9,3,0,0,다큐멘터리,한국,1,22.4,27.5,45037,2,8,0
몬스터 콜,2312,2017,9,3,0,0,판타지,스페인,0,22.4,29.5,42605,2,9,0
베이비 드라이버,2313,2017,9,3,0,0,액션,영국,0,22.4,29.5,420819,3,2,0
아메리칸 메이드,2314,2017,9,3,0,0,범죄,미국,0,22.4,29.5,266362,2,3,0
잃어버린 도시 Z,2315,2017,9,3,0,0,액션,미국,0,20.3,27.0,35320,1,8,0
인비저블 게스트,2316,2017,9,3,0,0,범죄,스페인,0,20.3,27.0,42888,2,7,0
아이 캔 스피크,2317,2017,9,3,0,0,코미디,한국,1,20.3,27.0,705111,6,1,1
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2318,2017,9,2,0,0,애니메이션,일본,0,22.7,27.3,91636,3,4,0
킹스맨: 골든 서클,2319,2017,9,2,0,0,액션,미국,0,22.7,27.3,2345909,4,1,1
레고 닌자고 무비,2320,2017,9,3,0,0,애니메이션,미국,0,19.2,25.3,72339,2,6,0
리틀 프린세스 소피아 : 신비한 섬,2321,2017,9,3,0,0,애니메이션,미국,0,19.2,25.3,32828,1,10,0
남한산성,2322,2017,10,1,0,0,사극,한국,1,17.6,23.6,18949,5,1,1
딥,2323,2017,10,1,0,0,애니메이션,스페인,0,17.6,23.6,167228,2,6,0
넛잡 2,2324,2017,10,1,0,0,애니메이션,한국,1,17.6,23.6,245879,2,5,0
범죄도시,2325,2017,10,1,0,0,범죄,한국,1,17.6,23.6,1776753,8,1,1
희생부활자,2326,2017,10,3,0,0,미스터리,한국,1,11.4,,241629,2,5,0
블레이드 러너 2049,2327,2017,10,3,0,0,SF,미국,0,11.4,,194445,2,6,0
"나는 내일, 어제의 너와 만난다",2328,2017,10,3,0,0,멜로/로맨스,일본,0,11.4,,47723,3,7,0
대장 김창수,2329,2017,10,3,0,0,드라마,한국,1,17.0,23.2,256181,3,3,0
지오스톰,2330,2017,10,3,0,0,액션,미국,0,17.0,23.2,694758,3,2,1
노 게임 노 라이프 -제로-,2331,2017,10,3,0,0,애니메이션,일본,0,17.0,23.2,42070,2,10,0
너의 췌장을 먹고 싶어,2332,2017,10,2,0,0,드라마,일본,0,14.4,20.6,198079,6,4,0
토르: 라그나로크,2333,2017,10,2,0,0,액션,미국,0,14.4,20.6,2214446,6,1,1
뷰티풀 투모로우,2334,2017,10,3,0,0,드라마,한국,1,14.5,18.1,26830,2,9,0
침묵,2335,2017,11,3,0,0,드라마,한국,1,15.5,18.0,300393,2,4,0
부라더,2336,2017,11,3,0,0,코미디,한국,1,15.5,18.0,712294,4,2,1
직쏘,2337,2017,11,3,0,0,공포(호러),미국,0,15.5,18.0,75984,1,6,0
해피 데스데이,2338,2017,11,2,0,0,공포(호러),미국,0,13.1,17.2,506375,4,2,1
미옥,2339,2017,11,3,0,0,범죄,한국,1,9.4,16.8,192837,2,5,0
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,2340,2017,11,3,0,0,액션,일본,0,9.4,16.8,38162,1,10,0
채비,2341,2017,11,3,0,0,드라마,한국,1,9.4,16.8,71801,3,7,0
러빙 빈센트,2342,2017,11,3,0,0,애니메이션,영국,0,9.4,16.8,49059,5,5,0
저스티스 리그,2343,2017,11,2,0,0,액션,미국,0,3.2,6.5,1141912,3,1,1
7호실,2344,2017,11,2,0,0,코미디,한국,1,3.2,6.5,270102,2,4,0
꾼,2345,2017,11,2,0,0,범죄,한국,1,4.3,10.8,1655893,4,1,1
래빗 스쿨,2346,2017,11,3,0,0,애니메이션,독일,0,0.9,4.7,33322,2,9,0
반드시 잡는다,2347,2017,11,2,0,0,스릴러,한국,1,3.2,8.1,270275,3,4,0
기억의 밤,2348,2017,11,2,0,0,미스터리,한국,1,3.2,8.1,566597,4,2,1
오리엔트 특급 살인,2349,2017,11,2,0,0,드라마,미국,0,3.2,8.1,487760,3,3,0
어쌔신: 더 비기닝,2350,2017,12,3,0,1,액션,미국,0,0.7,4.6,150464,2,6,0
메리와 마녀의 꽃,2351,2017,12,3,0,1,애니메이션,일본,0,0.7,4.6,309742,3,4,0
뽀로로 극장판 공룡섬 대모험,2352,2017,12,3,0,1,애니메이션,,0,0.7,4.6,320299,5,3,0
강철비,2353,2017,12,3,0,1,액션,한국,1,-6.6,-1.9,1643489,5,1,1
스타워즈: 라스트 제다이,2354,2017,12,3,0,1,액션,미국,0,-6.6,-1.9,638530,3,2,0
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2355,2017,12,3,0,1,애니메이션,일본,0,-6.6,-1.9,39292,1,9,0
신과함께-죄와 벌,2356,2017,12,2,0,1,판타지,한국,1,-3.9,-0.1,3548260,9,1,1
위대한 쇼맨,2357,2017,12,2,0,1,드라마,,0,-3.9,-0.1,389625,14,1,1
극장판 포켓몬스터 너로 정했다!,2358,2017,12,3,0,1,애니메이션,,0,-0.9,4.6,188603,3,5,0
더 크리스마스,2359,2017,12,3,0,1,애니메이션,,0,-0.9,4.6,30958,1,10,0
몬스터 패밀리,2360,2017,12,3,0,1,애니메이션,,0,-0.9,4.6,147854,3,6,0
1987,2361,2017,12,2,0,1,드라마,한국,1,-6.9,-2.6,1913914,7,1,1
원더,2362,2017,12,2,0,1,드라마,미국,0,-6.9,-2.6,78694,4,8,0
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2363,2017,12,3,0,1,애니메이션,일본,0,-2.1,0.8,31562,1,10,0
쥬만지: 새로운 세계,2364,2018,1,2,0,1,액션,미국,0,-4.7,-0.4,891970,3,3,1
페르디난드,2365,2018,1,2,0,1,애니메이션,미국,0,-4.7,-0.4,354109,3,4,0
다운사이징,2366,2018,1,3,0,1,드라마,미국,0,-11.1,-7.4,125041,2,7,0
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2367,2018,1,3,0,1,애니메이션,일본,0,-11.1,-7.4,21833,1,10,0
코코,2368,2018,1,3,0,1,애니메이션,미국,0,-11.1,-7.4,843778,7,2,1
메이즈 러너: 데스 큐어,2369,2018,1,2,0,1,액션,미국,0,4.5,8.7,1262230,4,1,1
그것만이 내 세상,2370,2018,1,2,0,1,코미디,한국,1,4.5,8.7,898362,5,1,1
1급기밀,2371,2018,1,2,0,1,드라마,한국,1,-14.2,-10.7,155662,1,7,0
비밥바룰라,2372,2018,1,2,0,1,코미디,한국,1,-14.2,-10.7,33733,1,9,0
커뮤터,2373,2018,1,2,0,1,액션,영국,0,-14.2,-10.7,221543,2,6,0
극장판 레이디버그: 미라클스톤의 비밀,2374,2018,1,3,0,1,애니메이션,프랑스,0,-14.0,-9.5,25443,1,10,0
염력,2375,2018,1,2,0,1,드라마,한국,1,-2.6,0.0,843118,2,1,0
인시디어스4: 라스트 키,2376,2018,1,2,0,1,공포(호러),미국,0,-2.6,0.0,362846,3,4,0
12 솔져스,2377,2018,1,2,0,1,액션,미국,0,-2.6,0.0,129028,2,8,0
마야2,2378,2018,2,3,0,0,애니메이션,독일,0,-4.0,1.2,53660,1,10,0
패딩턴 2,2379,2018,2,3,0,0,코미디,프랑스,0,-4.4,2.0,120300,3,7,0
조선명탐정: 흡혈괴마의 비밀,2380,2018,2,3,0,0,사극,한국,1,-4.4,2.0,935036,3,1,1
명탐정 코난:감벽의 관,2381,2018,2,2,0,0,애니메이션,일본,0,3.5,8.7,156706,2,5,0
골든슬럼버,2382,2018,2,2,0,0,범죄,한국,1,3.5,8.7,976986,2,2,1
블랙 팬서,2383,2018,2,2,0,0,액션,미국,0,3.5,8.7,3095924,5,1,1
흥부: 글로 세상을 바꾼 자,2384,2018,2,2,0,0,사극,한국,1,3.5,8.7,320751,2,4,0
50가지 그림자: 해방,2385,2018,2,2,0,0,드라마,미국,0,-0.9,4.4,116592,2,6,0
셰이프 오브 워터: 사랑의 모양,2386,2018,2,3,0,0,어드벤처,미국,0,1.3,5.4,157591,4,5,0
월요일이 사라졌다,2387,2018,2,3,0,0,액션,영국,0,1.3,5.4,267769,3,4,0
궁합,2388,2018,2,2,0,0,코미디,한국,1,4.6,7.8,921549,3,1,1
리틀 포레스트,2389,2018,2,2,0,0,드라마,한국,1,4.6,7.8,672329,5,2,1
나미야 잡화점의 기적,2390,2018,2,2,0,0,판타지,일본,0,4.6,7.8,155241,1,6,0
레드 스패로,2391,2018,2,2,0,0,스릴러,미국,0,4.6,7.8,81068,1,7,0
게이트,2392,2018,2,2,0,0,범죄,한국,1,4.6,7.8,73789,1,9,0
더 포스트,2393,2018,2,2,0,0,드라마,미국,0,4.6,7.8,72658,2,9,0
플로리다 프로젝트,2394,2018,3,2,0,0,드라마,미국,0,6.4,10.7,32766,1,10,0
온리 더 브레이브,2395,2018,3,2,0,0,드라마,미국,0,6.4,10.7,37931,1,8,0
사라진 밤,2396,2018,3,2,0,0,스릴러,한국,1,6.4,10.7,652526,4,1,1
툼레이더,2397,2018,3,3,0,0,액션,미국,0,4.6,9.7,374967,2,3,0
지금 만나러 갑니다,2398,2018,3,2,0,0,멜로/로맨스,한국,1,17.0,22.1,867156,5,1,1
치즈인더트랩,2399,2018,3,2,0,0,멜로/로맨스,한국,1,17.0,22.1,159720,2,4,0
허리케인 하이스트,2400,2018,3,2,0,0,액션,미국,0,17.0,22.1,158894,2,5,0
쓰리 빌보드,2401,2018,3,3,0,0,코미디,미국,0,12.4,16.6,37346,2,9,0
퍼시픽 림: 업라이징,2402,2018,3,2,0,0,액션,미국,0,2.1,5.3,858201,2,2,1
소공녀,2403,2018,3,3,0,0,멜로/로맨스,한국,1,4.9,11.6,19801,1,10,0
콜 미 바이 유어 네임,2404,2018,3,3,0,0,드라마,이탈리아,0,4.9,11.6,63259,5,5,0
미니특공대X,2405,2018,3,3,0,0,애니메이션,한국,1,4.9,11.6,52971,2,8,0
7년의 밤,2406,2018,3,2,0,0,스릴러,한국,1,14.0,19.0,413820,2,4,0
레디 플레이어 원,2407,2018,3,2,0,0,액션,미국,0,14.0,19.0,984512,5,2,1
곤지암,2408,2018,3,2,0,0,공포(호러),한국,1,14.0,19.0,61369,5,1,1
레이디 버드,2409,2018,4,2,0,0,코미디,미국,0,13.4,18.2,45610,2,7,0
바람 바람 바람,2410,2018,4,3,0,0,코미디,한국,1,7.6,9.5,605327,4,2,1
덕구,2411,2018,4,3,0,0,드라마,한국,1,7.6,9.5,130095,3,5,0
번개맨과 신비의 섬,2412,2018,4,3,0,0,가족,한국,1,7.6,9.5,35778,1,8,0
머니백,2413,2018,4,3,0,0,액션,한국,1,13.3,19.6,35030,1,9,0
램페이지,2414,2018,4,3,0,0,액션,미국,0,13.3,19.6,686618,3,1,1
콰이어트 플레이스,2415,2018,4,3,0,0,공포(호러),미국,0,13.3,19.6,21788,4,3,0
"그날, 바다",2416,2018,4,3,0,0,다큐멘터리,한국,1,13.3,19.6,177719,5,2,0
나를 기억해,2417,2018,4,3,0,0,미스터리,한국,1,14.0,20.5,106442,2,6,0
정글번치: 최강 악당의 등장,2418,2018,4,3,0,0,애니메이션,프랑스,0,14.0,20.5,29028,1,9,0
크리미널 스쿼드,2419,2018,4,3,0,0,범죄,미국,0,14.0,20.5,21362,1,10,0
살인소설,2420,2018,4,2,0,0,스릴러,한국,1,14.6,23.3,37962,1,5,0
어벤져스: 인피니티 워,2421,2018,4,2,0,0,액션,미국,0,14.6,23.3,4764495,7,1,1
당갈,2422,2018,4,2,0,0,액션,인도,0,14.6,23.3,36136,4,6,0
레오나르도 다 빈치,2423,2018,4,3,0,0,애니메이션,이탈리아,0,14.9,22.1,17547,2,7,0
챔피언,2424,2018,5,1,0,0,드라마,한국,1,20.4,23.3,700520,3,2,1
"부르고뉴, 와인에서 찾은 인생",2425,2018,5,3,0,0,드라마,프랑스,0,11.2,14.7,16249,2,8,0
원더스트럭,2426,2018,5,3,0,0,드라마,미국,0,11.2,14.7,13100,1,10,0
매직빈,2427,2018,5,3,0,0,애니메이션,중국,0,11.2,14.7,37596,2,6,0
얼리맨,2428,2018,5,3,0,0,애니메이션,영국,0,11.2,14.7,65498,2,3,0
커다랗고 커다랗고 커다란 배,2429,2018,5,3,0,0,애니메이션,덴마크,0,11.2,14.7,41194,2,4,0
레슬러,2430,2018,5,2,0,0,드라마,한국,1,15.7,21.8,30072,4,2,0
루비 스팍스,2431,2018,5,3,0,0,코미디,미국,0,15.4,21.4,18035,1,7,0
데드풀 2,2432,2018,5,2,0,0,액션,미국,0,22.3,24.4,1972064,5,1,1
"안녕, 나의 소녀",2433,2018,5,2,0,0,멜로/로맨스,대만,0,22.3,24.4,48655,3,7,0
피터 래빗,2434,2018,5,2,0,0,애니메이션,미국,0,22.3,24.4,110669,3,4,0
버닝,2435,2018,5,3,0,0,미스터리,한국,1,20.9,23.5,277891,4,3,0
마징가 Z: 인피니티,2436,2018,5,3,0,0,애니메이션,일본,0,20.9,23.5,13588,1,8,0
독전,2437,2018,5,1,0,0,범죄,,0,18.1,23.2,1808504,6,1,1
트루스 오어 데어,2438,2018,5,1,0,0,공포(호러),미국,0,18.1,23.2,184357,3,4,0
한 솔로: 스타워즈 스토리,2439,2018,5,3,0,0,액션,미국,0,18.3,23.7,124399,2,5,0
위 베어 베어스: 베이비 베어스,2440,2018,5,3,0,0,애니메이션,미국,0,18.3,23.7,12110,1,10,0
데자뷰,2441,2018,5,2,0,0,미스터리,한국,1,20.2,24.7,41446,1,8,0
"스탠바이, 웬디",2442,2018,5,2,0,0,드라마,미국,0,20.2,24.7,29241,1,9,0
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2443,2018,6,2,0,0,애니메이션,일본,0,23.0,27.9,133846,2,4,0
쥬라기 월드: 폴른 킹덤,2444,2018,6,2,0,0,액션,,0,23.0,27.9,3223416,5,1,1
벅스 프렌즈,2445,2018,6,2,0,0,애니메이션,중국,0,23.0,27.9,26793,1,8,0
아이 필 프리티,2446,2018,6,2,0,0,코미디,,0,23.0,27.9,106305,3,5,0
유전,2447,2018,6,3,0,0,공포(호러),미국,0,22.2,29.4,90399,3,6,0
탐정: 리턴즈,2448,2018,6,2,0,0,코미디,,0,22.0,27.0,1020490,5,1,1
토니스토리2: 고철왕국의 친구들,2449,2018,6,2,0,0,애니메이션,독일,0,22.0,27.0,12415,1,10,0
오션스8,2450,2018,6,2,0,0,액션,,0,22.0,27.0,616329,4,3,1
여중생A,2451,2018,6,2,0,0,드라마,,0,22.7,28.4,62732,2,6,0
아일라,2452,2018,6,3,0,0,드라마,,0,23.7,28.7,22970,1,8,0
미드나잇 선,2453,2018,6,3,0,0,멜로/로맨스,,0,23.7,28.7,69741,5,5,0
허스토리,2454,2018,6,2,0,0,드라마,한국,1,22.3,25.5,12634,4,5,0
시카리오: 데이 오브 솔다도,2455,2018,6,2,0,0,액션,미국,0,22.3,25.5,154976,2,6,0
빅샤크: 매직체인지,2456,2018,6,2,0,0,애니메이션,중국,0,22.3,25.5,58731,3,9,0
마녀,2457,2018,6,2,0,0,미스터리,한국,1,22.3,25.5,952428,6,1,1
변산,2458,2018,7,2,1,0,드라마,한국,1,27.3,31.8,264492,3,3,0
앤트맨과 와스프,2459,2018,7,2,1,0,액션,미국,0,27.3,31.8,2626042,5,1,1
스카이스크래퍼,2460,2018,7,2,1,0,액션,미국,0,26.8,29.5,615091,3,3,0
"오늘 밤, 로맨스 극장에서",2461,2018,7,2,1,0,판타지,일본,0,26.8,29.5,19969,1,10,0
속닥속닥,2462,2018,7,4,1,0,공포(호러),한국,1,27.3,30.9,163278,2,4,0
인크레더블 2,2463,2018,7,2,1,0,애니메이션,미국,0,28.2,33.2,1359279,4,1,1
호텔 아르테미스,2464,2018,7,2,1,0,액션,미국,0,28.2,33.2,64764,1,6,0
독전: 익스텐디드 컷,2465,2018,7,2,1,0,범죄,한국,1,28.2,33.2,111528,2,5,0
신은 죽지 않았다 3: 어둠 속의 빛,2466,2018,7,3,1,0,드라마,미국,0,28.7,34.1,33292,2,10,0
인랑,2467,2018,7,2,1,0,SF,한국,1,30.1,34.1,756884,2,3,0
미션 임파서블: 폴아웃,2468,2018,7,2,1,0,액션,미국,0,30.1,34.1,3295852,6,1,1
신비아파트: 금빛 도깨비와 비밀의 동굴,2469,2018,7,2,1,0,애니메이션,한국,1,30.1,34.1,317299,3,4,0
어느 가족,2470,2018,7,3,1,0,드라마,일본,0,30.1,33.7,37403,3,8,0
신과함께-인과 연,2471,2018,8,2,1,0,판타지,한국,1,33.6,39.6,6182041,7,1,1
극장판 헬로카봇 : 백악기 시대,2472,2018,8,2,1,0,애니메이션,한국,1,33.6,39.6,618428,3,4,0
공작,2473,2018,8,2,1,0,드라마,한국,1,31.0,35.3,2058091,6,1,1
맘마미아!2,2474,2018,8,2,1,0,뮤지컬,미국,0,31.0,35.3,68527,7,3,1
몬스터 호텔 3,2475,2018,8,2,1,0,애니메이션,미국,0,31.0,35.3,511134,3,5,1
명탐정 코난 : 제로의 집행인,2476,2018,8,2,1,0,애니메이션,일본,0,31.0,35.3,281327,2,6,0
목격자,2477,2018,8,2,1,0,스릴러,한국,1,31.7,38.0,1344363,4,2,1
메가로돈,2478,2018,8,2,1,0,액션,미국,0,31.7,38.0,413426,2,5,0
극장판 도라에몽: 진구의 보물섬,2479,2018,8,2,1,0,애니메이션,일본,0,31.7,38.0,136993,1,8,0
너의 결혼식,2480,2018,8,2,1,0,멜로/로맨스,한국,1,30.7,37.6,877096,5,1,1
나를 차버린 스파이,2481,2018,8,2,1,0,액션,미국,0,30.7,37.6,155032,3,6,0
마일22,2482,2018,8,3,1,0,액션,미국,0,29.4,32.2,51142,1,10,0
상류사회,2483,2018,8,2,1,0,드라마,한국,1,25.2,27.4,506864,3,3,0
서치,2484,2018,8,2,1,0,드라마,미국,0,25.2,27.4,567867,6,1,1
어드리프트:우리가 함께한 바다,2485,2018,9,3,0,0,멜로/로맨스,미국,0,24.1,28.2,40299,1,9,0
업그레이드,2486,2018,9,3,0,0,액션,미국,0,24.1,28.2,109140,2,4,0
물괴,2487,2018,9,2,0,0,액션,한국,1,22.8,28.2,612631,2,2,0
더 프레데터,2488,2018,9,2,0,0,SF,미국,0,22.8,28.2,149398,2,4,0
킬러의 보디가드 무삭제 특별판,2489,2018,9,2,0,0,액션,미국,0,22.8,28.2,10419,1,6,0
명당,2490,2018,9,2,0,0,사극,한국,1,22.1,26.6,752243,3,2,1
안시성,2491,2018,9,2,0,0,사극,한국,1,22.1,26.6,14909,6,1,1
협상,2492,2018,9,2,0,0,범죄,한국,1,22.1,26.6,607063,4,3,1
더 넌,2493,2018,9,2,0,0,공포(호러),미국,0,22.1,26.6,541183,3,4,1
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2494,2018,9,3,0,0,애니메이션,일본,0,19.0,20.1,45791,2,7,0
루이스,2495,2018,9,3,0,0,애니메이션,독일,0,19.0,20.1,26330,2,8,0
극장판 뽀잉: 슈퍼 변신의 비밀,2496,2018,9,3,0,0,애니메이션,한국,1,19.0,20.1,20096,1,10,0
에그엔젤 코코밍: 두근두근 핼러윈 파티,2497,2018,9,5,0,0,애니메이션,일본,0,20.8,25.5,26043,1,9,0
원더풀 고스트,2498,2018,9,2,0,0,코미디,한국,1,19.4,24.8,371425,2,5,0
베놈,2499,2018,10,2,0,0,액션,미국,0,17.3,24.2,2081202,4,1,1
암수살인,2500,2018,10,2,0,0,범죄,한국,1,17.3,24.2,1595753,5,1,1
곰돌이 푸 다시 만나 행복해,2501,2018,10,2,0,0,어드벤처,미국,0,17.3,24.2,225803,4,4,0
셜록 놈즈,2502,2018,10,2,0,0,애니메이션,미국,0,17.3,24.2,55086,2,8,0
스타 이즈 본,2503,2018,10,1,0,0,드라마,미국,0,15.3,19.8,151471,7,5,0
다이노 어드벤처2: 육해공 공룡 대백과,2504,2018,10,1,0,0,애니메이션,영국,0,15.3,19.8,34822,1,7,0
에브리데이,2505,2018,10,3,0,0,멜로/로맨스,미국,0,9.7,13.9,18294,1,10,0
미쓰백,2506,2018,10,3,0,0,드라마,한국,1,9.7,13.9,185230,4,4,0
액슬,2507,2018,10,3,0,0,액션,미국,0,12.7,19.0,11809,1,10,0
배반의 장미,2508,2018,10,3,0,0,코미디,한국,1,12.7,19.0,28878,1,8,0
퍼스트맨,2509,2018,10,3,0,0,SF,미국,0,12.7,19.0,422568,2,3,0
펭귄 하이웨이,2510,2018,10,3,0,0,애니메이션,일본,0,12.7,19.0,23290,1,9,0
창궐,2511,2018,10,3,0,0,사극,한국,1,13.8,21.2,1002123,3,1,1
크레이지 리치 아시안,2512,2018,10,3,0,0,멜로/로맨스,미국,0,13.8,21.2,105987,2,6,0
완벽한 타인,2513,2018,10,2,0,0,드라마,한국,1,7.4,12.6,39115,8,1,1
할로윈,2514,2018,10,2,0,0,공포(호러),미국,0,7.4,12.6,90017,1,6,0
바울,2515,2018,10,2,0,0,드라마,미국,0,7.4,12.6,65953,4,4,0
벽 속에 숨은 마법시계,2516,2018,10,2,0,0,판타지,미국,0,7.4,12.6,169095,2,4,0
보헤미안 랩소디,2517,2018,10,2,0,0,드라마,,0,7.4,12.6,706776,13,1,1
동네사람들,2518,2018,11,2,0,0,액션,한국,1,12.8,15.7,349542,2,3,0
구스범스: 몬스터의 역습,2519,2018,11,2,0,0,판타지,미국,0,12.8,15.7,20914,1,10,0
여곡성,2520,2018,11,3,0,0,공포(호러),한국,1,11.8,14.7,54872,1,7,0
신비한 동물들과 그린델왈드의 범죄,2521,2018,11,2,0,0,판타지,미국,0,9.8,16.6,1519853,4,1,1
출국,2522,2018,11,2,0,0,드라마,한국,1,9.8,16.6,36191,2,8,0
번 더 스테이지: 더 무비,2523,2018,11,3,0,0,기타,한국,1,9.7,16.2,235068,2,4,0
너의 췌장을 먹고 싶어,2524,2018,11,3,0,0,애니메이션,일본,0,9.7,16.2,31710,2,9,0
해피 투게더,2525,2018,11,3,0,0,드라마,한국,1,9.7,16.2,13904,1,10,0
툴리,2526,2018,11,3,0,0,드라마,캐나다,0,2.3,7.1,23225,1,9,0
베일리 어게인,2527,2018,11,3,0,0,어드벤처,미국,0,2.3,7.1,44142,2,6,0
성난황소,2528,2018,11,3,0,0,범죄,한국,1,2.3,7.1,71087,4,2,1
국가부도의 날,2529,2018,11,2,0,0,드라마,,0,5.0,11.1,1558197,4,1,1
후드,2530,2018,11,2,0,0,어드벤처,미국,0,5.0,11.1,225253,2,5,0
거미줄에 걸린 소녀,2531,2018,11,2,0,0,액션,미국,0,5.0,11.1,24766,1,9,0
투 프렌즈,2532,2018,11,3,0,0,애니메이션,러시아,0,3.5,6.7,20065,1,10,0
모털 엔진,2533,2018,12,2,0,1,액션,미국,0,0.0,3.4,203372,2,5,0
도어락,2534,2018,12,2,0,1,스릴러,한국,1,0.0,3.4,811749,3,3,1
런닝맨 : 풀룰루의 역습,2535,2018,12,2,0,1,애니메이션,한국,1,0.0,3.4,122152,2,6,0
호두까기 인형과 4개의 왕국,2536,2018,12,3,0,1,판타지,,0,2.4,6.8,229766,2,4,0
부탁 하나만 들어줘,2537,2018,12,2,0,1,스릴러,미국,0,-1.9,2.4,84096,1,6,0
스파이더맨: 뉴 유니버스,2538,2018,12,2,0,1,애니메이션,,0,-1.9,2.4,386892,3,4,0
마약왕,2539,2018,12,2,0,1,범죄,한국,1,4.0,9.5,1202982,2,2,1
스윙키즈,2540,2018,12,2,0,1,드라마,,0,4.0,9.5,82008,5,3,1
아쿠아맨,2541,2018,12,2,0,1,액션,,0,4.0,9.5,1249885,5,1,1
그린치,2542,2018,12,2,0,1,애니메이션,,0,4.0,9.5,195695,3,5,0
극장판 포켓몬스터 모두의 이야기,2543,2018,12,2,0,1,애니메이션,일본,0,4.0,9.5,85371,1,10,0
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2544,2018,12,2,0,1,애니메이션,,0,4.0,9.5,111789,2,9,0
점박이 한반도의 공룡2 : 새로운 낙원,2545,2018,12,1,0,1,애니메이션,한국,1,0.6,5.2,327110,2,7,0
범블비,2546,2018,12,1,0,1,액션,,0,0.6,5.2,1052442,3,2,1
PMC: 더 벙커,2547,2018,12,2,0,1,액션,한국,1,-1.5,3.0,991869,3,3,1
언니,2548,2019,1,1,0,1,액션,한국,1,-5.0,-0.6,171095,1,8,0
주먹왕 랄프 2: 인터넷 속으로,2549,2019,1,3,0,1,애니메이션,미국,0,-3.5,3.2,753837,5,2,1
내안의 그놈,2550,2019,1,2,0,1,판타지,한국,1,-4.7,1.3,744986,4,2,1
말모이,2551,2019,1,2,0,1,드라마,한국,1,-4.7,1.3,98615,6,1,1
그린 북,2552,2019,1,2,0,1,드라마,미국,0,-4.7,1.3,92682,8,6,0
극장판 공룡메카드: 타이니소어의 섬,2553,2019,1,3,0,1,애니메이션,한국,1,-0.6,3.0,289224,2,5,0
미래의 미라이,2554,2019,1,2,0,1,애니메이션,일본,0,-5.2,-1.1,74982,1,9,0
언더독,2555,2019,1,2,0,1,애니메이션,한국,1,-5.2,-1.1,110782,2,5,0
글래스,2556,2019,1,3,0,1,드라마,미국,0,-0.3,4.0,339083,2,3,0
극한직업,2557,2019,1,2,0,1,코미디,한국,1,2.0,7.0,3120405,8,1,1
몬스터 파크,2558,2019,1,2,0,1,애니메이션,영국,0,2.0,7.0,29802,1,10,0
가버나움,2559,2019,1,3,0,1,드라마,기타,0,0.1,6.5,32132,2,8,0
러브 유어셀프 인 서울,2560,2019,1,5,0,1,공연,한국,1,-2.5,2.4,182103,3,4,0
뺑반,2561,2019,1,2,0,1,범죄,한국,1,1.8,6.6,954106,3,2,1
드래곤 길들이기 3,2562,2019,1,2,0,1,애니메이션,미국,0,1.8,6.6,614508,5,3,1
극장판 헬로카봇: 옴파로스 섬의 비밀,2563,2019,1,3,0,1,애니메이션,한국,1,-2.0,2.3,308337,3,4,0
알리타: 배틀 엔젤,2564,2019,2,1,0,0,액션,미국,0,2.8,10.1,1244171,4,2,1
레고 무비2,2565,2019,2,2,0,0,애니메이션,미국,0,5.1,9.3,68501,1,6,0
